23716167	1
1330659342	0
2409166483	1
245307075	1
139657834	0
2389739117	1
1255633104	0
1446372308	0
2329953902	1
24023801	1
16593464	1
1574282544	0
16540633	1
112217287	0
233558058	1
14188423	0
2441837502	0
238247484	1
125672370	0
141327370	0
1141018981	0
2270988847	1
17966438	1
24422496	0
17668462	1
1431351122	1
238750581	0
2233405561	0
2189471109	0
1043153352	0
1417425769	0
1439391708	0
19412782	0
171883657	1
1453938254	0
14935090	1
19626613	0
1513496828	0
16437343	1
2198520493	0
2427851138	0
157972126	1
1497384926	1
1483853576	0
1973463271	0
16139132	1
1378260578	0
1041489049	0
15031983	1
170881050	1
2231930078	0
1155109806	0
2449942429	1
198576972	0
2346265896	0
1056557594	0
227567769	1
243923017	1
1554642656	1
2462247680	1
109461200	0
22926941	1
195766432	0
230117112	1
17375954	1
15978040	1
15652297	0
221978430	0
170239159	1
218206894	0
2188230437	0
2176941834	0
1905370885	0
22901594	1
1456220400	1
149286219	0
1376123726	0
211198693	0
222240984	0
1413800089	0
16729722	1
1537664972	1
14538130	1
22774065	0
175417873	1
1312468800	0
1510736683	0
1118956369	0
14993874	1
1113048656	0
158202585	1
134219238	0
2353743305	0
1097114755	0
2404554298	0
1353295459	0
1640755993	1
17019176	1
210051874	0
15979318	1
2396483652	0
2415829275	0
1260542137	0
2333901350	1
2273696777	1
22222276	0
103769895	0
103735998	0
23401136	0
17479322	1
17355967	1
109442519	0
15588108	0
2180610331	0
2348777765	0
2206710028	0
2191157132	0
146877894	1
14259353	0
1920797532	0
1467606433	0
2255492150	0
2462286848	1
20006310	0
217074759	0
16297866	1
16297865	1
20791881	0
2489730481	1
146660368	0
1509265381	1
1508144078	0
1302185071	0
14581506	1
24981492	1
1056375157	0
1495075788	1
15769254	1
1154896470	0
244617569	1
2234901836	0
1390982245	0
16569816	1
1112462582	0
124861922	0
2360702516	1
1728941588	1
22140483	0
1221219751	0
2357170689	1
1008266196	0
194596219	0
181661192	1
1419788456	0
2393511642	1
2372815518	1
14304502	1
14304505	1
23408459	1
2316431270	1
19957458	0
251677637	1
1339717110	0
179247005	1
14996189	1
250317125	1
1003481959	0
246581798	1
213315668	0
1532188141	1
1161860418	0
2359088158	1
1567027016	0
22994174	1
1363324134	0
131279530	0
16446198	1
1450285692	1
127117879	0
112813956	0
23405725	1
1257896401	0
2278159828	0
23405723	1
1254255420	0
15066613	1
23905138	1
242044040	0
1051313198	0
232346855	1
16890132	1
164551777	1
109333238	0
2343060006	1
15657366	1
14386363	1
1037487170	0
23686709	0
22635871	1
1173070134	0
1433238548	1
14641444	1
21902548	0
2273861244	1
1572199592	1
24113475	1
142004998	0
2209698101	0
221230463	0
142650176	0
149419477	0
1641317449	1
14572909	1
22859235	1
148788153	1
22859238	1
237381944	0
212992692	0
19671059	0
218765252	0
21932597	0
16328865	1
213722597	0
15363076	1
2400567470	1
17290973	1
24941150	1
1337927036	0
2296691924	1
242538976	0
1421987095	0
1102517796	0
20600190	0
14497851	1
16891660	1
16259332	1
241726871	1
1430504689	1
17226599	1
16899079	1
239691788	1
220477299	0
2410032062	1
15347542	1
16108104	1
1698761029	1
2498975485	1
2369658618	0
2373547770	1
1223212706	0
156168241	0
2176286039	0
235651731	1
15031987	0
2459845098	1
17903950	1
15617306	1
1477253640	1
156744267	1
1499545332	1
2315755735	1
14470265	1
193759500	0
17785042	1
2407851595	0
2391545420	0
23365257	1
